사건번호,용도,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기
광주 12계 2024-87424,아파트,광주,북구,광주 북구 두암동 54 두암2차무등파크맨션 202동 12층 1204호,"171,000,000","119,700,000",낙찰,"135,100,000",79.0%,2026-03-06,2026_1Q
광주 12계 2024-87530,아파트,광주,북구,광주 북구 임동 340 임동 리버파크 102동 10층 1001호,"314,000,000","219,800,000",낙찰,"276,500,000",88.1%,2026-03-06,2026_1Q
광주 8계 2024-87554,아파트,광주,서구,광주 서구 쌍촌동 904 상무푸르지오 104동 5층 504호,"770,000,000","539,000,000",낙찰,"619,899,000",80.5%,2026-01-29,2026_1Q
광주 7계 2024-87585,대지,광주,남구,광주 남구 대지동 607-6,"534,290,000","374,003,000",예정,0,0%,2026-03-24,2026_1Q
광주 10계 2024-87615,단독주택,광주,북구,광주 북구 두암동 592-22,"144,060,400","64,540,000",예정,0,0%,2026-03-27,2026_1Q
광주 10계 2024-87721,아파트,광주,남구,"광주 남구 송하동 43-28 ,진월동 867-14 금호타운 103동 2층 208호","197,000,000","137,900,000",낙찰,"161,800,000",82.1%,2026-01-09,2026_1Q
광주 11계 2024-87738,아파트,광주,동구,광주 동구 소태동 501 모아미래도 102동 19층 1902호,"218,000,000","152,600,000",예정,0,0%,2026-04-14,2026_2Q
광주 5계 2024-87837,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 6층 614호,"175,000,000","122,500,000",유찰,0,0%,2026-01-21,2026_1Q
광주 6계 2024-87868,단독주택,광주,남구,광주 남구 사동 123-2,"254,573,840","178,202,000",진행,0,0%,2026-03-11,2026_1Q
광주 11계 2024-87899,차량,광주,남구,광주 남구 송하동 348-1 송원주차장(연락처010-3622-7261)내보관,"30,000,000","21,000,000",기각,0,0%,2026-02-09,2026_1Q
광주 8계 2024-87929,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 3층 309호,"156,000,000","109,200,000",진행,0,0%,2026-03-12,2026_1Q
광주 12계 2024-87943,아파트,광주,동구,광주 동구 계림동 1815 푸른길두산위브 207동 9층 902호,"347,000,000","242,900,000",낙찰,"310,200,000",89.4%,2026-03-06,2026_1Q
광주 3계 2024-87981,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 5층 511호,"158,000,000","88,480,000",예정,0,0%,2026-04-16,2026_2Q
광주 8계 2024-88045,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 11층 1108호,"159,000,000","159,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 6계 2024-88137,답,광주,광산구,광주 광산구 신촌동 697-6,"2,092,615,000","1,171,865,000",진행,0,0%,2026-03-11,2026_1Q
광주 7계 2024-88151(1),근린상가,광주,북구,광주 북구 연제동 10 1층 109호,"355,000,000","159,040,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2024-88151(2),근린상가,광주,북구,광주 북구 연제동 10 1층 110호,"294,000,000","131,712,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2024-88175(1),근린상가,광주,북구,광주 북구 연제동 10 1층 101호,"668,000,000","427,520,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88175(2),근린상가,광주,북구,광주 북구 연제동 10 1층 102호,"410,000,000","262,400,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88410,아파트,광주,북구,광주 북구 두암동 73 라인동산 105동 1층 113호,"120,000,000","53,760,000",진행,0,0%,2026-03-12,2026_1Q
광주 4계 2024-88519,아파트,광주,북구,"광주 북구 동림동 153-6 ,153-11,153-14,153-15,44 삼호가든유일 106동 14층 1404호","103,000,000","57,680,000",낙찰,"70,200,000",68.2%,2026-01-13,2026_1Q
광주 6계 2024-88540,아파트,광주,서구,광주 서구 치평동 1258-5 상무리채2 6층 621호,"70,000,000","39,200,000",낙찰,"44,111,000",63.0%,2026-01-28,2026_1Q
광주 8계 2024-88564,아파트,광주,북구,"광주 북구 두암동 72-4 ,100,111,814-7,814-8 현대 108동 8층 801호","229,000,000","160,300,000",낙찰,"195,888,810",85.5%,2026-01-29,2026_1Q
광주 8계 2024-88670(1),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 9층 906호,"245,000,000","137,200,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(2),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 9층 908호,"245,000,000","137,200,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(3),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 11층 1106호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(4),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 11층 1108호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(5),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 11층 1110호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(6),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 12층 1207호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(7),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 12층 1208호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(8),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 12층 1223호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(9),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 13층 1303호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(10),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 13층 1306호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(11),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 13층 1313호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(12),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 13층 1315호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(13),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 14층 1406호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(14),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 14층 1414호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(15),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 14층 1415호,"250,000,000","140,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(16),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 15층 1506호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(17),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 15층 1510호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(18),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 15층 1523호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(19),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 17층 1705호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(20),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 18층 1806호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(21),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 18층 1809호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(22),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 18층 1810호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-88670(23),오피스텔(주거),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 20층 2009호,"255,000,000","142,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 7계 2024-88717(1),대지,광주,광산구,광주 광산구 도산동 717,"849,620,000","380,631,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2024-88717(2),답,광주,광산구,광주 광산구 도산동 737-9,"667,260,000","298,933,000",예정,0,0%,2026-03-24,2026_1Q
광주 2계 2024-88779,오피스텔,광주,북구,광주 북구 신안동 134-7 제일 5층 518호,"27,700,000","7,943,000",낙찰,"9,280,000",33.5%,2026-02-19,2026_1Q
광주 1계 2024-88786,공장,광주,광산구,광주 광산구 내산동 353-1 가동,"2,239,594,850","802,671,000",예정,0,0%,2026-04-01,2026_2Q
광주 13계 2024-88939,아파트,광주,광산구,광주 광산구 도산동 1138-2 대덕 7층 815호,"71,000,000","49,700,000",예정,0,0%,2026-04-01,2026_2Q
광주 13계 2024-88946,근린주택,광주,북구,광주 북구 매곡동 214-60,"1,033,463,400","723,424,380",예정,0,0%,2026-04-01,2026_2Q
광주 4계 2024-88984,아파트,광주,북구,"광주 북구 운암동 1051-1 ,1051-24 미라보 102동 14층 1408호","204,000,000",0,예정,0,0%,2026-04-07,2026_2Q
광주 6계 2024-89017(1),아파트,광주,북구,광주 북구 문흥동 1010-2 일신 104동 20층 2001호,"124,000,000","86,800,000",진행,0,0%,2026-03-11,2026_1Q
광주 11계 2024-89031,답,광주,광산구,광주 광산구 남산동 200-1,"133,620,000","93,534,000",예정,0,0%,2026-04-14,2026_2Q
광주 8계 2024-89208,오피스텔,광주,서구,광주 서구 치평동 1230-5 세븐 8층 804호,"42,500,000","19,040,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2024-89352,아파트,광주,남구,광주 남구 행암동 598 효천남해오네뜨2단지 203동 10층 1002호,"348,000,000","243,600,000",낙찰,"275,100,000",79.1%,2026-01-29,2026_1Q
광주 3계 2024-89406(1),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 1층 101호,"76,000,000","42,560,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(2),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 1층 102호,"52,500,000","29,400,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(3),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 2층 201호,"82,400,000","46,144,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(4),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 2층 202호,"48,800,000","27,328,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(5),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 2층 203호,"56,200,000","31,472,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(6),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 2층 204호,"82,400,000","46,144,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(7),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 3층 301호,"82,400,000","46,144,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(9),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 3층 303호,"56,200,000","31,472,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(11),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 4층 401호,"82,400,000","46,144,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(12),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 4층 402호,"48,800,000","27,328,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(13),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 4층 403호,"56,200,000","31,472,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2024-89406(14),다세대,광주,서구,광주 서구 쌍촌동 537-1 신성하우스빌 4층 404호,"82,400,000","46,144,000",예정,0,0%,2026-04-16,2026_2Q
광주 8계 2024-89444,아파트,광주,동구,광주 동구 계림동 1869 계림아이파크에스케이뷰 109동 6층 605호,"751,000,000","525,700,000",낙찰,"603,405,400",80.3%,2026-01-29,2026_1Q
광주 10계 2025-35(1),근린상가,광주,남구,"광주 남구 봉선동 473-5 ,473-28 봉선동스카이빌딩주건축물 1동 1층 102호","749,000,000","335,552,000",예정,0,0%,2026-03-27,2026_1Q
광주 10계 2025-35(2),근린상가,광주,남구,"광주 남구 봉선동 473-5 ,473-28 봉선동스카이빌딩주건축물 1동 7층 701호","1,908,000,000","854,784,000",예정,0,0%,2026-03-27,2026_1Q
광주 10계 2025-35(3),근린상가,광주,남구,"광주 남구 봉선동 473-5 ,473-28 봉선동스카이빌딩주건축물 1동 8층 801호","1,908,000,000","854,784,000",예정,0,0%,2026-03-27,2026_1Q
광주 3계 2025-73,아파트,광주,북구,광주 북구 두암동 968-1 율곡타운 111동 6층 602호,"78,000,000","54,600,000",낙찰,"63,870,000",81.9%,2026-01-22,2026_1Q
광주 1계 2025-158,아파트,광주,광산구,광주 광산구 선암동 782 선운지구진아리채 102동 9층 903호,"186,000,000","130,200,000",낙찰,"141,883,800",76.3%,2026-01-07,2026_1Q
광주 4계 2025-295(1),근린상가,광주,동구,광주 동구 대인동 27 반도전자상가 4층 401호,"1,030,000,000","576,800,000",낙찰,"587,900,000",57.1%,2026-02-24,2026_1Q
광주 4계 2025-295(2),근린상가,광주,동구,광주 동구 대인동 27 반도전자상가 5층,"850,000,000","595,000,000",낙찰,"620,250,000",73.0%,2026-01-13,2026_1Q
광주 4계 2025-295(3),자동차시설,광주,동구,광주 동구 대인동 27 반도전자상가 지하층 2호,"64,000,000","44,800,000",낙찰,"48,000,000",75.0%,2026-01-13,2026_1Q
광주 4계 2025-295(4),자동차시설,광주,동구,광주 동구 대인동 27 반도전자상가 지하층 3호,"140,000,000","98,000,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-295(5),자동차시설,광주,동구,광주 동구 대인동 27 반도전자상가 지하층 4호,"106,000,000","74,200,000",예정,0,0%,2026-04-07,2026_2Q
광주 5계 2025-301,오피스텔(상가),광주,동구,광주 동구 불로동 135 엘크루에스아이타워 3층 303호,"933,000,000","334,388,000",유찰,0,0%,2026-01-21,2026_1Q
광주 8계 2025-356,아파트,광주,서구,광주 서구 풍암동 1058 삼능 104동 6층 601호,"167,000,000","167,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 7계 2025-455,답,광주,북구,광주 북구 신용동 479-3,"2,970,128,000","1,330,618,000",예정,0,0%,2026-03-24,2026_1Q
광주 2계 2025-462,답,광주,북구,광주 북구 신용동 477-8,"3,962,640,000","2,773,848,000",유찰,0,0%,2026-01-08,2026_1Q
광주 3계 2025-479,답,광주,북구,광주 북구 신용동 477-7,"3,962,640,000","1,775,264,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-486,답,광주,북구,광주 북구 신용동 477-6,"2,282,280,000","1,022,462,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-509,다세대,광주,남구,"광주 남구 서동 29-2 ,29-48 다온빌주건축물 1동 3층 302호","101,000,000","36,199,000",취하,0,0%,2026-01-28,2026_1Q
광주 7계 2025-516,오피스텔,광주,동구,광주 동구 불로동 135 엘크루에스아이타워 20층 2020호,"426,000,000","152,679,000",예정,0,0%,2026-03-24,2026_1Q
광주 2계 2025-561,대지,광주,동구,광주 동구 동명동 228-23,"284,256,000","127,346,688",낙찰,"131,090,000",46.1%,2026-01-08,2026_1Q
광주 3계 2025-578,대지,광주,서구,광주 서구 양동 5-395,"96,229,000","34,489,000",예정,0,0%,2026-04-16,2026_2Q
광주 7계 2025-622,다가구,광주,북구,광주 북구 운암동 825-12 그린빌,"1,292,701,800","463,306,000",예정,0,0%,2026-03-24,2026_1Q
광주 2계 2025-691,아파트,광주,북구,"광주 북구 매곡동 232 ,225,474-10 대성베르힐 103동 14층 1403호","343,000,000","240,100,000",취하,0,0%,2026-02-19,2026_1Q
광주 5계 2025-714(1),답,광주,광산구,광주 광산구 송정동 230-21,"569,178,000","203,994,000",낙찰,"205,600,000",36.1%,2026-03-04,2026_1Q
광주 5계 2025-714(2),전,광주,광산구,광주 광산구 송정동 264-4,"3,156,000","2,210,000",예정,0,0%,2026-04-15,2026_2Q
광주 5계 2025-714(3),답,광주,광산구,광주 광산구 송정동 265-6,"16,569,000","11,599,000",예정,0,0%,2026-04-15,2026_2Q
광주 10계 2025-752,대지,광주,서구,광주 서구 덕흥동 518,"537,890,000","301,219,000",예정,0,0%,2026-03-27,2026_1Q
광주 12계 2025-776,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 672-2 첨단타운 4층 408호,"53,000,000","37,100,000",예상,0,0%,2026-04-17,2026_2Q
광주 10계 2025-875(1),연립,광주,서구,광주 서구 쌍촌동 531-1 쌍촌동도시형생활주택 2층 213호,"46,000,000","25,760,000",예정,0,0%,2026-03-27,2026_1Q
광주 10계 2025-875(2),연립,광주,서구,광주 서구 쌍촌동 531-1 쌍촌동도시형생활주택 3층 303호,"46,000,000","25,760,000",예정,0,0%,2026-03-27,2026_1Q
광주 6계 2025-936,아파트,광주,남구,광주 남구 월산동 411-3 제일파크맨션 15층 1505호,"86,000,000","60,200,000",낙찰,"68,011,000",79.1%,2026-01-28,2026_1Q
광주 2계 2025-1014,차량,광주,광산구,광주 광산구 월전동 92-1 평동주차장(010-4629-2670)내 보관,"65,000,000","36,400,000",낙찰,"37,900,000",58.3%,2026-01-08,2026_1Q
광주 4계 2025-1052,아파트형공장,광주,광산구,광주 광산구 오선동 270-106 지식산업센터케이비아이하남 14층 에이-1402호,"265,000,000","94,976,000",낙찰,"98,000,000",37.0%,2026-01-13,2026_1Q
광주 10계 2025-1212,답,광주,북구,광주 북구 신용동 477-5,"1,680,360,000","1,176,252,000",예정,0,0%,2026-03-27,2026_1Q
광주 12계 2025-1229,아파트,광주,광산구,광주 광산구 쌍암동 694-116 에드가303 3층 318호,"64,000,000","44,800,000",예상,0,0%,2026-04-17,2026_2Q
광주 5계 2025-1274,근린상가,광주,북구,"광주 북구 각화동 216-1 ,215-1,216-13,216-16 주건축물제2동","3,832,744,000","1,717,070,000",유찰,0,0%,2026-01-21,2026_1Q
광주 12계 2025-1335,근린상가,광주,북구,"광주 북구 유동 10-22 ,10-17,10-18,10-23","5,221,495,480","3,655,047,000",예상,0,0%,2026-04-17,2026_2Q
광주 1계 2025-1441,아파트형공장,광주,북구,광주 북구 오룡동 1110-42 TJS지식산업센터 주건축물 1동 7층 705호,"149,000,000","61,030,000",예정,0,0%,2026-04-01,2026_2Q
광주 2계 2025-1458,근린주택,광주,북구,광주 북구 임동 194-3,"386,567,330","386,567,330",취하,0,0%,2026-01-08,2026_1Q
광주 12계 2025-1557,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 201동 14층 1404호,"171,000,000","119,700,000",예상,0,0%,2026-04-17,2026_2Q
광주 2계 2025-1571,오피스텔,광주,광산구,광주 광산구 하남동 506-11 예미지파크힐스 104동 3층 315호,"94,400,000","52,864,000",낙찰,"60,100,000",63.7%,2026-02-19,2026_1Q
광주 3계 2025-1588,오피스텔,광주,광산구,광주 광산구 하남동 506-11 예미지파크힐스 104동 3층 314호,"94,400,000","52,864,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-1670,아파트상가,광주,동구,광주 동구 학동 768 평화맨션 상가동 지하층 2호,"48,000,000","17,204,000",예정,0,0%,2026-04-16,2026_2Q
광주 7계 2025-1724,아파트형공장,광주,북구,광주 북구 연제동 1038-6 첨단리채비즈타워지식산업센터 15층 비-1503호,"693,000,000","310,464,000",낙찰,"450,000,000",64.9%,2026-02-13,2026_1Q
광주 4계 2025-1793,아파트상가,광주,남구,광주 남구 주월동 1320 양우내안애프레스티지 112동 2층 202호,"966,000,000","346,215,000",낙찰,"690,000,000",71.4%,2026-02-24,2026_1Q
광주 6계 2025-1823,단독주택,광주,동구,광주 동구 소태동 485-14,"230,230,890","230,230,890",진행,0,0%,2026-03-11,2026_1Q
광주 3계 2025-2017,임야,광주,동구,광주 동구 지산동 52-19,"1,290,380,000","903,266,000",예정,0,0%,2026-04-16,2026_2Q
광주 5계 2025-2031,아파트,광주,광산구,"광주 광산구 쌍암동 694-70 ,694-71,694-72 첨단도휘에드가2차 9층 914호","62,000,000","34,720,000",낙찰,"34,720,000",56.0%,2026-01-21,2026_1Q
광주 13계 2025-2079,근린주택,광주,북구,"광주 북구 용봉동 1251-8 ,1251-28","632,547,680","442,783,376",예정,0,0%,2026-04-01,2026_2Q
광주 12계 2025-2086(2),다세대,광주,서구,광주 서구 광천동 10-30 다온빌 5층 501호,"225,000,000","157,500,000",예상,0,0%,2026-04-17,2026_2Q
광주 5계 2025-2215,답,광주,광산구,광주 광산구 비아동 473-3,"1,531,152,000","1,071,807,000",유찰,0,0%,2026-01-21,2026_1Q
광주 7계 2025-2345,아파트,광주,북구,광주 북구 용봉동 999 쌍용예가 103동 14층 1404호,"517,000,000","517,000,000",변경,0,0%,2026-02-13,2026_1Q
광주 13계 2025-2369,오피스텔,광주,서구,광주 서구 치평동 1230 상무대라수오피스텔 15층 1509호,"127,000,000","88,900,000",예정,0,0%,2026-04-01,2026_2Q
광주 10계 2025-2383,단독주택,광주,남구,광주 남구 주월동 974-139,"207,229,860","145,061,000",예정,0,0%,2026-03-27,2026_1Q
광주 6계 2025-2444,근린상가,광주,북구,광주 북구 우산동 206-10,"1,904,819,870","1,066,700,000",진행,0,0%,2026-03-11,2026_1Q
광주 1계 2025-2499,아파트,광주,북구,광주 북구 양산동 366-1 한양 4층 403호,"158,000,000","110,600,000",낙찰,"126,789,999",80.2%,2026-01-07,2026_1Q
광주 5계 2025-2536(2),근린상가,광주,남구,광주 남구 봉선동 156 가로수빌딩 1동 2층 202호,"1,940,000,000","1,086,400,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-2536(3),근린상가,광주,남구,광주 남구 봉선동 156 가로수빌딩 1동 2층 203호,"791,000,000","442,960,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-2536(4),근린상가,광주,남구,광주 남구 봉선동 156 가로수빌딩 1동 2층 204호,"601,000,000","336,560,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-2536(5),근린상가,광주,남구,광주 남구 봉선동 156 가로수빌딩 1동 1층 109호,"1,070,000,000","599,200,000",유찰,0,0%,2026-01-21,2026_1Q
광주 7계 2025-2550,아파트,광주,남구,광주 남구 주월동 1021-3 극동마이다스빌 201동 15층 1507호,"118,000,000","66,080,000",예정,0,0%,2026-03-24,2026_1Q
광주 11계 2025-2598,아파트,광주,서구,광주 서구 동천동 615 호반베르디움 507동 3층 303호,"449,000,000","314,300,000",예정,0,0%,2026-04-14,2026_2Q
광주 12계 2025-2604,단독주택,광주,광산구,"광주 광산구 임곡동 450-35 ,450-22","218,504,400","218,504,400",취하,0,0%,2026-03-06,2026_1Q
광주 2계 2025-2611,단독주택,광주,광산구,"광주 광산구 신룡동 334-1 ,338","732,330,040","410,106,000",낙찰,"471,125,500",64.3%,2026-02-19,2026_1Q
광주 9계 2025-2680,아파트,광주,남구,광주 남구 주월동 1134 경남 103동 5층 506호,"220,000,000","154,000,000",낙찰,"186,880,000",84.9%,2026-01-14,2026_1Q
광주 13계 2025-2703,숙박시설,광주,동구,광주 동구 불로동 92-2 A동,"3,697,497,980","2,588,248,586",예정,0,0%,2026-04-01,2026_2Q
광주 1계 2025-2727,아파트,광주,남구,광주 남구 봉선동 985 라인광장 102동 7층 708호,"187,000,000","104,720,000",낙찰,"130,111,000",69.6%,2026-02-11,2026_1Q
광주 5계 2025-2758,오피스텔,광주,북구,광주 북구 각화동 608 각화센트럴파크서희스타힐스 113동 20층 2003호,"191,000,000","133,700,000",낙찰,"137,520,000",72.0%,2026-03-04,2026_1Q
광주 12계 2025-2819,아파트,광주,남구,광주 남구 백운동 699 힐스테이트백운 106동 14층 1404호,"420,000,000","294,000,000",예상,0,0%,2026-04-17,2026_2Q
광주 9계 2025-2871,대지,광주,광산구,광주 광산구 안청동 288,"350,954,000","196,535,000",예정,0,0%,2026-04-08,2026_2Q
광주 1계 2025-2918,아파트,광주,광산구,"광주 광산구 월계동 756-5 ,756-9 첨단금호타운 104동 10층 1006호","277,000,000","193,900,000",낙찰,"197,792,400",71.4%,2026-01-07,2026_1Q
광주 2계 2025-2925,아파트,광주,광산구,광주 광산구 우산동 1602-2 리버힐 102동 15층 1512호,"100,000,000","70,000,000",낙찰,"77,800,000",77.8%,2026-01-08,2026_1Q
광주 6계 2025-2963,아파트,광주,광산구,광주 광산구 신창동 1128-2 2층 203호,"130,000,000","58,240,000",진행,0,0%,2026-03-11,2026_1Q
광주 9계 2025-2994,공장,광주,광산구,"광주 광산구 남산동 280-2 ,282-3","529,782,000","296,679,000",예정,0,0%,2026-04-08,2026_2Q
광주 2계 2025-3065(1),근린상가,광주,남구,광주 남구 임암동 859 3층 301호,"424,000,000","237,440,000",예정,0,0%,2026-04-02,2026_2Q
광주 2계 2025-3065(2),근린상가,광주,남구,광주 남구 임암동 859 4층 402호,"384,000,000","215,040,000",예정,0,0%,2026-04-02,2026_2Q
광주 10계 2025-3119,오피스텔,광주,서구,광주 서구 치평동 1220-3 상무지구영무예다음 7층 740호,"77,000,000","53,900,000",예정,0,0%,2026-03-27,2026_1Q
광주 7계 2025-3188,아파트,광주,동구,광주 동구 산수동 568-1 두암타운 105동 4층 401호,"237,000,000","237,000,000",변경,0,0%,2026-02-13,2026_1Q
광주 8계 2025-3195,아파트,광주,동구,광주 동구 선교동 488 선교2차우방아이유쉘리포레 209동 16층 1603호,"335,000,000","335,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-3249,아파트,광주,북구,광주 북구 연제동 1109 연제대광로제비앙 102동 2층 201호,"330,000,000","231,000,000",낙찰,"272,099,999",82.5%,2026-02-19,2026_1Q
광주 4계 2025-3256,대지,광주,남구,광주 남구 월산동 201-94,"259,028,000","116,045,000",낙찰,"131,000,000",50.6%,2026-01-13,2026_1Q
광주 5계 2025-3263,아파트,광주,북구,광주 북구 각화동 471 금호 2동 3층 305호,"167,000,000","116,900,000",낙찰,"142,300,000",85.2%,2026-01-21,2026_1Q
광주 7계 2025-3287,전,광주,동구,광주 동구 학동 196,"624,627,000","349,792,000",예정,0,0%,2026-03-24,2026_1Q
광주 3계 2025-3492,아파트,광주,광산구,광주 광산구 쌍암동 676-2 에이엠시티센트럴파크 6층 625호,"140,000,000","78,400,000",예정,0,0%,2026-04-16,2026_2Q
광주 1계 2025-3560,대지,광주,광산구,광주 광산구 연산동 1226,"1,098,618,000","769,032,600",낙찰,"845,900,000",77.0%,2026-02-11,2026_1Q
광주 2계 2025-3577,답,광주,동구,광주 동구 학동 270-6,"163,392,000","91,500,000",예정,0,0%,2026-04-02,2026_2Q
광주 9계 2025-3621,단독주택,광주,광산구,광주 광산구 도산동 925-7,"291,858,000","163,441,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-3812,다세대,광주,남구,광주 남구 주월동 970-5 블루빌라 3층 302호,"143,000,000","64,064,000",낙찰,"75,789,000",53.0%,2026-02-24,2026_1Q
